timestamp,acceleration
2025-Aug-30T01-00-26,16541
2025-Aug-30T01-00-26,16573
2025-Aug-30T01-00-26,16583
2025-Aug-30T01-00-26,16569
2025-Aug-30T01-00-27,16534
2025-Aug-30T01-00-27,16486
2025-Aug-30T01-00-27,16438
2025-Aug-30T01-00-27,16401
2025-Aug-30T01-00-27,16384
2025-Aug-30T01-00-27,16391
2025-Aug-30T01-00-27,16421
2025-Aug-30T01-00-27,16467
2025-Aug-30T01-00-27,16546
2025-Aug-30T01-00-27,16576
2025-Aug-30T01-00-27,16583
2025-Aug-30T01-00-27,16566
2025-Aug-30T01-00-27,16528
2025-Aug-30T01-00-27,16480
2025-Aug-30T01-00-27,16432
2025-Aug-30T01-00-27,16397
2025-Aug-30T01-00-27,16384
2025-Aug-30T01-00-27,16394
2025-Aug-30T01-00-27,16427
2025-Aug-30T01-00-27,16473
2025-Aug-30T01-00-27,16522
2025-Aug-30T01-00-27,16562
2025-Aug-30T01-00-27,16582
2025-Aug-30T01-00-27,16578
2025-Aug-30T01-00-27,16551
2025-Aug-30T01-00-27,16508
2025-Aug-30T01-00-27,16458
2025-Aug-30T01-00-27,16415
2025-Aug-30T01-00-27,16388
2025-Aug-30T01-00-27,16385
2025-Aug-30T01-00-27,16406
2025-Aug-30T01-00-27,16446
2025-Aug-30T01-00-27,16495
2025-Aug-30T01-00-27,16541
2025-Aug-30T01-00-27,16573
2025-Aug-30T01-00-27,16583
2025-Aug-30T01-00-27,16569
2025-Aug-30T01-00-27,16534
2025-Aug-30T01-00-27,16486
2025-Aug-30T01-00-27,16438
2025-Aug-30T01-00-27,16401
2025-Aug-30T01-00-27,16384
2025-Aug-30T01-00-27,16391
2025-Aug-30T01-00-27,16421
2025-Aug-30T01-00-27,16467
2025-Aug-30T01-00-27,16516
2025-Aug-30T01-00-27,16557
2025-Aug-30T01-00-27,16581
2025-Aug-30T01-00-27,16580
2025-Aug-30T01-00-27,16556
2025-Aug-30T01-00-27,16514
2025-Aug-30T01-00-27,16465
2025-Aug-30T01-00-27,16420
2025-Aug-30T01-00-27,16391
2025-Aug-30T01-00-27,16384
2025-Aug-30T01-00-27,16402
2025-Aug-30T01-00-27,16440
2025-Aug-30T01-00-27,16488
